Sensor,Sensor ID,Hour,Pedestrian_Count,Hour_24,Time_Period,Location_Type
I-Hub 489 Elizabeth Street,162,12pm,1344.0,12,Daytime,Mixed Use
I-Hub 526 La Trobe Street,164,12pm,280.0,12,Daytime,Mixed Use
475 Spencer Street,165,12pm,76.0,12,Daytime,Mixed Use
484 Spencer Street,166,12pm,105.0,12,Daytime,Mixed Use
,,12pm,0.0,12,Daytime,Unknown
,,12pm,0.0,12,Daytime,Unknown
Average Hourly Pedestrian Counts for Friday over the past 52 weeks. ,,12pm,0.0,12,Daytime,Mixed Use
Sensor,Sensor ID,12pm,0.0,12,Daytime,Mixed Use
Bourke Street Mall (North),1,12pm,2365.0,12,Daytime,Retail
Bourke Street Mall (South),2,12pm,1524.0,12,Daytime,Retail
Melbourne Central,3,12pm,2024.0,12,Daytime,Transport Hub
Town Hall (West),4,12pm,2729.0,12,Daytime,Public Building
Princes Bridge,5,12pm,1951.0,12,Daytime,Outdoor
Flinders Street Station Underpass,6,12pm,1574.0,12,Daytime,Transport Hub
Birrarung Marr,7,12pm,151.0,12,Daytime,Mixed Use
Webb Bridge,8,12pm,494.0,12,Daytime,Outdoor
Southern Cross Station,9,12pm,913.0,12,Daytime,Transport Hub
Victoria Point,10,12pm,220.0,12,Daytime,Mixed Use
Waterfront City,11,12pm,94.0,12,Daytime,Mixed Use
New Quay,12,12pm,325.0,12,Daytime,Mixed Use
Sandridge Bridge,14,12pm,434.0,12,Daytime,Outdoor
Collins Place (South),17,12pm,876.0,12,Daytime,Mixed Use
Collins Place (North),18,12pm,403.0,12,Daytime,Mixed Use
Chinatown-Swanston St (North),19,12pm,953.0,12,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,12pm,559.0,12,Daytime,Mixed Use
Bourke St-Russell St (West),21,12pm,693.0,12,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,12pm,2081.0,12,Daytime,Mixed Use
Spencer St-Collins St (South),23,12pm,723.0,12,Daytime,Mixed Use
Spencer St-Collins St (North),24,12pm,1390.0,12,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,12pm,1157.0,12,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,12pm,0.0,12,Daytime,Mixed Use
QV Market-Peel St,27,12pm,278.0,12,Daytime,Mixed Use
The Arts Centre,28,12pm,1441.0,12,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,12pm,598.0,12,Daytime,Mixed Use
Lonsdale St (South),30,12pm,677.0,12,Daytime,Mixed Use
Lygon St (West),31,12pm,317.0,12,Daytime,Mixed Use
Southbank,35,12pm,2243.0,12,Daytime,Mixed Use
Queen St (West),36,12pm,558.0,12,Daytime,Mixed Use
Lygon St (East),37,12pm,174.0,12,Daytime,Mixed Use
Alfred Place,39,12pm,320.0,12,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,12pm,546.0,12,Daytime,Mixed Use
Grattan St-Swanston St (West),42,12pm,372.0,12,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,12pm,338.0,12,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,12pm,160.0,12,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,12pm,1400.0,12,Daytime,Mixed Use
Flinders La-Swanston St (West),41,12pm,2122.0,12,Daytime,Mixed Use
Pelham St (South),46,12pm,203.0,12,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,12pm,1719.0,12,Daytime,Transport Hub
QVM-Queen St (East),48,12pm,647.0,12,Daytime,Mixed Use
QVM-Therry St (South),49,12pm,914.0,12,Daytime,Mixed Use
Faraday St-Lygon St (West),50,12pm,439.0,12,Daytime,Mixed Use
QVM-Franklin St (North),51,12pm,279.0,12,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,12pm,743.0,12,Daytime,Mixed Use
Collins St (North),53,12pm,1460.0,12,Daytime,Mixed Use
Lincoln-Swanston (West),54,12pm,323.0,12,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,12pm,661.0,12,Daytime,Mixed Use
Bourke St Bridge,57,12pm,0.0,12,Daytime,Outdoor
Bourke St - Spencer St (North),58,12pm,1077.0,12,Daytime,Mixed Use
RMIT Building 80,59,12pm,1647.0,12,Daytime,Mixed Use
RMIT Building 14,61,12pm,1123.0,12,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,12pm,214.0,12,Daytime,Mixed Use
La Trobe St (North),62,12pm,428.0,12,Daytime,Mixed Use
231 Bourke St,63,12pm,828.0,12,Daytime,Mixed Use
Royal Pde - Grattan St,64,12pm,0.0,12,Daytime,Mixed Use
Swanston St - City Square,65,12pm,894.0,12,Daytime,Mixed Use
State Library- New,66,12pm,2046.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,12pm,1074.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,12pm,558.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,12pm,518.0,12,Daytime,Mixed Use
Errol Street (East),70,12pm,325.0,12,Daytime,Mixed Use
Westwood Place,71,12pm,55.0,12,Daytime,Mixed Use
Flinders St- ACMI,72,12pm,598.0,12,Daytime,Mixed Use
Bourke St - Spencer St (South),73,12pm,0.0,12,Daytime,Mixed Use
Spring St- Flinders St (West),75,12pm,114.0,12,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,12pm,151.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,12pm,255.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,12pm,97.0,12,Daytime,Mixed Use
Flinders St (South),79,12pm,914.0,12,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,12pm,2081.0,12,Daytime,Mixed Use
Macaulay Rd (North),85,12pm,244.0,12,Daytime,Mixed Use
Queensberry St - Errol St (South),86,12pm,138.0,12,Daytime,Mixed Use
Errol St (West),87,12pm,296.0,12,Daytime,Mixed Use
Flagstaff station (East),88,12pm,259.0,12,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,12pm,527.0,12,Daytime,Mixed Use
La Trobe St - William St (South),90,12pm,356.0,12,Daytime,Mixed Use
114 Flinders St,91,12pm,428.0,12,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,12pm,35.0,12,Daytime,Outdoor
474 Flinders St,141,12pm,329.0,12,Daytime,Mixed Use
Hamer Hall - River Side,142,12pm,893.0,12,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,12pm,107.0,12,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,12pm,114.0,12,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,12pm,225.0,12,Daytime,Outdoor
Boyd Park,140,12pm,165.0,12,Daytime,Outdoor
I-Hub 892 Bourke Street,130,12pm,77.0,12,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,12pm,358.0,12,Daytime,Mixed Use
Bourke Street Mall (North),1,12pm,2869.0,12,Daytime,Retail
Bourke Street Mall (South),2,12pm,1568.0,12,Daytime,Retail
Melbourne Central,3,12pm,1615.0,12,Daytime,Transport Hub
Town Hall (West),4,12pm,3499.0,12,Daytime,Public Building
Princes Bridge,5,12pm,2749.0,12,Daytime,Outdoor
Flinders Street Station Underpass,6,12pm,1850.0,12,Daytime,Transport Hub
Webb Bridge,8,12pm,432.0,12,Daytime,Outdoor
Southern Cross Station,9,12pm,163.0,12,Daytime,Transport Hub
Victoria Point,10,12pm,102.0,12,Daytime,Mixed Use
Waterfront City,11,12pm,163.0,12,Daytime,Mixed Use
New Quay,12,12pm,446.0,12,Daytime,Mixed Use
Sandridge Bridge,14,12pm,506.0,12,Daytime,Outdoor
Collins Place (South),17,12pm,334.0,12,Daytime,Mixed Use
Collins Place (North),18,12pm,185.0,12,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,12pm,727.0,12,Daytime,Mixed Use
Bourke St-Russell St (West),21,12pm,710.0,12,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,12pm,2275.0,12,Daytime,Mixed Use
Spencer St-Collins St (South),23,12pm,345.0,12,Daytime,Mixed Use
Spencer St-Collins St (North),24,12pm,1090.0,12,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,12pm,1546.0,12,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,12pm,0.0,12,Daytime,Mixed Use
QV Market-Peel St,27,12pm,493.0,12,Daytime,Mixed Use
The Arts Centre,28,12pm,2158.0,12,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,12pm,971.0,12,Daytime,Mixed Use
Lonsdale St (South),30,12pm,694.0,12,Daytime,Mixed Use
Lygon St (West),31,12pm,316.0,12,Daytime,Mixed Use
Southbank,35,12pm,2798.0,12,Daytime,Mixed Use
Queen St (West),36,12pm,234.0,12,Daytime,Mixed Use
Lygon St (East),37,12pm,218.0,12,Daytime,Mixed Use
Alfred Place,39,12pm,101.0,12,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,12pm,308.0,12,Daytime,Mixed Use
Grattan St-Swanston St (West),42,12pm,68.0,12,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,12pm,70.0,12,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,12pm,34.0,12,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,12pm,1492.0,12,Daytime,Mixed Use
Flinders La-Swanston St (West),41,12pm,3121.0,12,Daytime,Mixed Use
Pelham St (South),46,12pm,74.0,12,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,12pm,1802.0,12,Daytime,Transport Hub
QVM-Queen St (East),48,12pm,929.0,12,Daytime,Mixed Use
QVM-Therry St (South),49,12pm,1168.0,12,Daytime,Mixed Use
Faraday St-Lygon St (West),50,12pm,546.0,12,Daytime,Mixed Use
QVM-Franklin St (North),51,12pm,255.0,12,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,12pm,554.0,12,Daytime,Mixed Use
Collins St (North),53,12pm,1478.0,12,Daytime,Mixed Use
Lincoln-Swanston (West),54,12pm,125.0,12,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,12pm,652.0,12,Daytime,Mixed Use
Bourke St Bridge,57,12pm,0.0,12,Daytime,Outdoor
Bourke St - Spencer St (North),58,12pm,1051.0,12,Daytime,Mixed Use
RMIT Building 80,59,12pm,422.0,12,Daytime,Mixed Use
RMIT Building 14,61,12pm,765.0,12,Daytime,Mixed Use
La Trobe St (North),62,12pm,407.0,12,Daytime,Mixed Use
231 Bourke St,63,12pm,900.0,12,Daytime,Mixed Use
State Library- New,66,12pm,1975.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,12pm,1103.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,12pm,678.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,12pm,632.0,12,Daytime,Mixed Use
Errol Street (East),70,12pm,333.0,12,Daytime,Mixed Use
Westwood Place,71,12pm,18.0,12,Daytime,Mixed Use
Flinders St- ACMI,72,12pm,581.0,12,Daytime,Mixed Use
Spring St- Flinders St (West),75,12pm,108.0,12,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,12pm,96.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,12pm,324.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,12pm,138.0,12,Daytime,Mixed Use
Flinders St (South),79,12pm,1157.0,12,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,12pm,2275.0,12,Daytime,Mixed Use
Macaulay Rd (North),85,12pm,187.0,12,Daytime,Mixed Use
Queensberry St - Errol St (South),86,12pm,106.0,12,Daytime,Mixed Use
Errol St (West),87,12pm,268.0,12,Daytime,Mixed Use
Flagstaff station (East),88,12pm,232.0,12,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,12pm,276.0,12,Daytime,Mixed Use
La Trobe St - William St (South),90,12pm,157.0,12,Daytime,Mixed Use
114 Flinders St,91,12pm,365.0,12,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,12pm,107.0,12,Daytime,Outdoor
474 Flinders St,141,12pm,384.0,12,Daytime,Mixed Use
Hamer Hall - River Side,142,12pm,1320.0,12,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,12pm,38.0,12,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,12pm,132.0,12,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,12pm,280.0,12,Daytime,Outdoor
Boyd Park,140,12pm,192.0,12,Daytime,Outdoor
I-Hub 892 Bourke Street,130,12pm,130.0,12,Daytime,Mixed Use
510 Elizabeth St,83,12pm,19.0,12,Daytime,Mixed Use
512 Elizabeth St,82,12pm,52.0,12,Daytime,Mixed Use
514 Elizabeth St,158,12pm,0.0,12,Daytime,Mixed Use
516 Elizabeth St,159,12pm,19.0,12,Daytime,Mixed Use
Batman Park,160,12pm,398.0,12,Daytime,Outdoor
City Baths,161,12pm,178.0,12,Daytime,Mixed Use
Birrarung Marr – COM Pole 1109,0,12pm,876.0,12,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,12pm,253.0,12,Daytime,Mixed Use
I-Hub 489 Elizabeth Street,162,12pm,1644.0,12,Daytime,Mixed Use
I-Hub 526 La Trobe Street,164,12pm,270.0,12,Daytime,Mixed Use
475 Spencer Street,165,12pm,75.0,12,Daytime,Mixed Use
484 Spencer Street,166,12pm,104.0,12,Daytime,Mixed Use
,,12pm,0.0,12,Daytime,Unknown
,,12pm,0.0,12,Daytime,Unknown
Average Hourly Pedestrian Counts for Saturday over the past 4 weeks. ,,12pm,0.0,12,Daytime,Mixed Use
Sensor,Sensor ID,12pm,0.0,12,Daytime,Mixed Use
Bourke Street Mall (North),1,12pm,2502.0,12,Daytime,Retail
Bourke Street Mall (South),2,12pm,1433.0,12,Daytime,Retail
Melbourne Central,3,12pm,1425.0,12,Daytime,Transport Hub
Town Hall (West),4,12pm,3130.0,12,Daytime,Public Building
Princes Bridge,5,12pm,2634.0,12,Daytime,Outdoor
Flinders Street Station Underpass,6,12pm,1679.0,12,Daytime,Transport Hub
Webb Bridge,8,12pm,363.0,12,Daytime,Outdoor
Southern Cross Station,9,12pm,140.0,12,Daytime,Transport Hub
Victoria Point,10,12pm,95.0,12,Daytime,Mixed Use
Waterfront City,11,12pm,82.0,12,Daytime,Mixed Use
New Quay,12,12pm,300.0,12,Daytime,Mixed Use
Sandridge Bridge,14,12pm,429.0,12,Daytime,Outdoor
Collins Place (South),17,12pm,302.0,12,Daytime,Mixed Use
Collins Place (North),18,12pm,171.0,12,Daytime,Mixed Use
Chinatown-Swanston St (North),19,12pm,1082.0,12,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,12pm,504.0,12,Daytime,Mixed Use
Bourke St-Russell St (West),21,12pm,580.0,12,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,12pm,2082.0,12,Daytime,Mixed Use
Spencer St-Collins St (South),23,12pm,268.0,12,Daytime,Mixed Use
Spencer St-Collins St (North),24,12pm,1075.0,12,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,12pm,1070.0,12,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,12pm,0.0,12,Daytime,Mixed Use
QV Market-Peel St,27,12pm,403.0,12,Daytime,Mixed Use
The Arts Centre,28,12pm,2246.0,12,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,12pm,785.0,12,Daytime,Mixed Use
Lonsdale St (South),30,12pm,573.0,12,Daytime,Mixed Use
Lygon St (West),31,12pm,268.0,12,Daytime,Mixed Use
Southbank,35,12pm,2448.0,12,Daytime,Mixed Use
Queen St (West),36,12pm,197.0,12,Daytime,Mixed Use
Lygon St (East),37,12pm,203.0,12,Daytime,Mixed Use
Alfred Place,39,12pm,87.0,12,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,12pm,317.0,12,Daytime,Mixed Use
Grattan St-Swanston St (West),42,12pm,55.0,12,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,12pm,98.0,12,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,12pm,44.0,12,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,12pm,1189.0,12,Daytime,Mixed Use
Flinders La-Swanston St (West),41,12pm,2957.0,12,Daytime,Mixed Use
Pelham St (South),46,12pm,50.0,12,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,12pm,1566.0,12,Daytime,Transport Hub
QVM-Queen St (East),48,12pm,777.0,12,Daytime,Mixed Use
QVM-Therry St (South),49,12pm,987.0,12,Daytime,Mixed Use
Faraday St-Lygon St (West),50,12pm,443.0,12,Daytime,Mixed Use
QVM-Franklin St (North),51,12pm,312.0,12,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,12pm,496.0,12,Daytime,Mixed Use
Collins St (North),53,12pm,1211.0,12,Daytime,Mixed Use
Lincoln-Swanston (West),54,12pm,100.0,12,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,12pm,581.0,12,Daytime,Mixed Use
Bourke St Bridge,57,12pm,0.0,12,Daytime,Outdoor
Bourke St - Spencer St (North),58,12pm,849.0,12,Daytime,Mixed Use
RMIT Building 80,59,12pm,437.0,12,Daytime,Mixed Use
RMIT Building 14,61,12pm,521.0,12,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,12pm,0.0,12,Daytime,Mixed Use
La Trobe St (North),62,12pm,320.0,12,Daytime,Mixed Use
231 Bourke St,63,12pm,700.0,12,Daytime,Mixed Use
Royal Pde - Grattan St,64,12pm,0.0,12,Daytime,Mixed Use
Swanston St - City Square,65,12pm,0.0,12,Daytime,Mixed Use
State Library- New,66,12pm,1813.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,12pm,803.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,12pm,429.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,12pm,603.0,12,Daytime,Mixed Use
Errol Street (East),70,12pm,244.0,12,Daytime,Mixed Use
Westwood Place,71,12pm,10.0,12,Daytime,Mixed Use
Flinders St- ACMI,72,12pm,554.0,12,Daytime,Mixed Use
Bourke St - Spencer St (South),73,12pm,0.0,12,Daytime,Mixed Use
Spring St- Flinders St (West),75,12pm,99.0,12,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,12pm,89.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,12pm,227.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,12pm,103.0,12,Daytime,Mixed Use
Flinders St (South),79,12pm,1030.0,12,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,12pm,2082.0,12,Daytime,Mixed Use
Macaulay Rd (North),85,12pm,170.0,12,Daytime,Mixed Use
Queensberry St - Errol St (South),86,12pm,83.0,12,Daytime,Mixed Use
Errol St (West),87,12pm,201.0,12,Daytime,Mixed Use
Flagstaff station (East),88,12pm,209.0,12,Daytime,Transport Hub
William St - Little Lonsdale St (West),89,12pm,212.0,12,Daytime,Mixed Use
La Trobe St - William St (South),90,12pm,118.0,12,Daytime,Mixed Use
114 Flinders St,91,12pm,398.0,12,Daytime,Mixed Use
Birrarung Marr East - Batman Ave Bridge Entry,92,12pm,96.0,12,Daytime,Outdoor
474 Flinders St,141,12pm,304.0,12,Daytime,Mixed Use
Hamer Hall - River Side,142,12pm,1092.0,12,Daytime,Public Building
Cnr Bourke St and Harbour Esplanade,137,12pm,31.0,12,Daytime,Mixed Use
Flinders Walk - Sandridge Bridge,139,12pm,94.0,12,Daytime,Outdoor
Birrarung Marr - Federation Bridge,136,12pm,313.0,12,Daytime,Outdoor
Boyd Park,140,12pm,164.0,12,Daytime,Outdoor
I-Hub 892 Bourke Street,130,12pm,86.0,12,Daytime,Mixed Use
510 Elizabeth St,83,12pm,0.0,12,Daytime,Mixed Use
512 Elizabeth St,82,12pm,0.0,12,Daytime,Mixed Use
514 Elizabeth St,158,12pm,0.0,12,Daytime,Mixed Use
516 Elizabeth St,159,12pm,3.0,12,Daytime,Mixed Use
Batman Park,160,12pm,389.0,12,Daytime,Outdoor
City Baths,161,12pm,111.0,12,Daytime,Mixed Use
Birrarung Marr – COM Pole 1109,0,12pm,685.0,12,Daytime,Mixed Use
I-Hub Corner of King Street and Latrobe Street,132,12pm,232.0,12,Daytime,Mixed Use
I-Hub 489 Elizabeth Street,162,12pm,1431.0,12,Daytime,Mixed Use
I-Hub 526 La Trobe Street,164,12pm,233.0,12,Daytime,Mixed Use
475 Spencer Street,165,12pm,62.0,12,Daytime,Mixed Use
484 Spencer Street,166,12pm,102.0,12,Daytime,Mixed Use
,,12pm,0.0,12,Daytime,Unknown
,,12pm,0.0,12,Daytime,Unknown
Average Hourly Pedestrian Counts for Saturday over the past 52 weeks. ,,12pm,0.0,12,Daytime,Mixed Use
Sensor,Sensor ID,12pm,0.0,12,Daytime,Mixed Use
Bourke Street Mall (North),1,12pm,2604.0,12,Daytime,Retail
Bourke Street Mall (South),2,12pm,1580.0,12,Daytime,Retail
Melbourne Central,3,12pm,1878.0,12,Daytime,Transport Hub
Town Hall (West),4,12pm,2823.0,12,Daytime,Public Building
Princes Bridge,5,12pm,2436.0,12,Daytime,Outdoor
Flinders Street Station Underpass,6,12pm,1656.0,12,Daytime,Transport Hub
Birrarung Marr,7,12pm,246.0,12,Daytime,Mixed Use
Webb Bridge,8,12pm,396.0,12,Daytime,Outdoor
Southern Cross Station,9,12pm,260.0,12,Daytime,Transport Hub
Victoria Point,10,12pm,105.0,12,Daytime,Mixed Use
Waterfront City,11,12pm,126.0,12,Daytime,Mixed Use
New Quay,12,12pm,425.0,12,Daytime,Mixed Use
Sandridge Bridge,14,12pm,481.0,12,Daytime,Outdoor
Collins Place (South),17,12pm,334.0,12,Daytime,Mixed Use
Collins Place (North),18,12pm,188.0,12,Daytime,Mixed Use
Chinatown-Swanston St (North),19,12pm,1067.0,12,Daytime,Mixed Use
Chinatown-Lt Bourke St (South),20,12pm,605.0,12,Daytime,Mixed Use
Bourke St-Russell St (West),21,12pm,606.0,12,Daytime,Mixed Use
Flinders St-Elizabeth St (East),22,12pm,2142.0,12,Daytime,Mixed Use
Spencer St-Collins St (South),23,12pm,373.0,12,Daytime,Mixed Use
Spencer St-Collins St (North),24,12pm,1208.0,12,Daytime,Mixed Use
Melbourne Convention Exhibition Centre,25,12pm,1570.0,12,Daytime,Mixed Use
QV Market-Elizabeth St (West),26,12pm,0.0,12,Daytime,Mixed Use
QV Market-Peel St,27,12pm,419.0,12,Daytime,Mixed Use
The Arts Centre,28,12pm,1810.0,12,Daytime,Mixed Use
St Kilda Rd-Alexandra Gardens,29,12pm,775.0,12,Daytime,Mixed Use
Lonsdale St (South),30,12pm,629.0,12,Daytime,Mixed Use
Lygon St (West),31,12pm,324.0,12,Daytime,Mixed Use
Southbank,35,12pm,2419.0,12,Daytime,Mixed Use
Queen St (West),36,12pm,261.0,12,Daytime,Mixed Use
Lygon St (East),37,12pm,222.0,12,Daytime,Mixed Use
Alfred Place,39,12pm,104.0,12,Daytime,Mixed Use
Lonsdale St-Spring St (West),40,12pm,336.0,12,Daytime,Mixed Use
Grattan St-Swanston St (West),42,12pm,94.0,12,Daytime,Mixed Use
Monash Rd-Swanston St (West),43,12pm,120.0,12,Daytime,Mixed Use
Tin Alley-Swanston St (West),44,12pm,73.0,12,Daytime,Mixed Use
Little Collins St-Swanston St (East),45,12pm,1427.0,12,Daytime,Mixed Use
Flinders La-Swanston St (West),41,12pm,2319.0,12,Daytime,Mixed Use
Pelham St (South),46,12pm,89.0,12,Daytime,Mixed Use
Melbourne Central-Elizabeth St (East),47,12pm,1819.0,12,Daytime,Transport Hub
QVM-Queen St (East),48,12pm,925.0,12,Daytime,Mixed Use
QVM-Therry St (South),49,12pm,1145.0,12,Daytime,Mixed Use
Faraday St-Lygon St (West),50,12pm,507.0,12,Daytime,Mixed Use
QVM-Franklin St (North),51,12pm,328.0,12,Daytime,Mixed Use
Elizabeth St-Lonsdale St (South),52,12pm,636.0,12,Daytime,Mixed Use
Collins St (North),53,12pm,1312.0,12,Daytime,Mixed Use
Lincoln-Swanston (West),54,12pm,187.0,12,Daytime,Mixed Use
Lonsdale St - Elizabeth St (North),56,12pm,628.0,12,Daytime,Mixed Use
Bourke St Bridge,57,12pm,0.0,12,Daytime,Outdoor
Bourke St - Spencer St (North),58,12pm,954.0,12,Daytime,Mixed Use
RMIT Building 80,59,12pm,805.0,12,Daytime,Mixed Use
RMIT Building 14,61,12pm,706.0,12,Daytime,Mixed Use
Elizabeth St-La Trobe St (East),55,12pm,278.0,12,Daytime,Mixed Use
La Trobe St (North),62,12pm,386.0,12,Daytime,Mixed Use
231 Bourke St,63,12pm,659.0,12,Daytime,Mixed Use
Royal Pde - Grattan St,64,12pm,0.0,12,Daytime,Mixed Use
Swanston St - City Square,65,12pm,975.0,12,Daytime,Mixed Use
State Library- New,66,12pm,2021.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (South),67,12pm,910.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (North),68,12pm,423.0,12,Daytime,Mixed Use
Flinders Ln -Degraves St (Crossing),69,12pm,522.0,12,Daytime,Mixed Use
Errol Street (East),70,12pm,316.0,12,Daytime,Mixed Use
Westwood Place,71,12pm,15.0,12,Daytime,Mixed Use
Flinders St- ACMI,72,12pm,608.0,12,Daytime,Mixed Use
Bourke St - Spencer St (South),73,12pm,0.0,12,Daytime,Mixed Use
Spring St- Flinders St (West),75,12pm,95.0,12,Daytime,Mixed Use
Macaulay Rd-Bellair St,76,12pm,122.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Pedestrian Path,77,12pm,309.0,12,Daytime,Mixed Use
Harbour Esplanade (West) - Bike Path,78,12pm,123.0,12,Daytime,Mixed Use
Flinders St (South),79,12pm,1101.0,12,Daytime,Mixed Use
Elizabeth St - Flinders St (East) - New footpath,84,12pm,2142.0,12,Daytime,Mixed Use
